Date,r,xs,xb
7/1/1977,0.080218226,0.090925299,-0.026637805
8/1/1977,0.005985784,0.019120771,0.013974296
9/1/1977,0.081256973,0.038967287,-0.050771039
10/1/1977,0.001547721,0.046766476,0.019963242
11/1/1977,-0.022321429,-0.023149513,0.077260622
12/1/1977,0.010537408,0.031698113,0.034116814
1/1/1978,0.042231491,0.034381858,-0.030080564
2/1/1978,0.015174254,0.008910891,0.023496106
3/1/1978,0.06718134,0.004345997,-0.015034791
4/1/1978,-0.068954902,0.026242323,0.167243576
5/1/1978,0.076210944,0.055903156,0.027014167
6/1/1978,0.007680492,0.055519773,0.045291483
7/1/1978,-0.006554878,-0.017573835,0.052428317
8/1/1978,0.166334203,0.025341615,-0.046054339
9/1/1978,0.054992764,0.036224861,-0.006677076
10/1/1978,0.064471879,0.111422893,-0.047725007
11/1/1978,0.061738519,0.025036819,-0.07008842
12/1/1978,-0.0700651,0.040845649,0.1383789
1/1/1979,0.129805411,-0.035594557,-0.039180085
2/1/1979,0.002100399,0.01267764,0.034806631
3/1/1979,0.010479983,-0.033013629,0.061493955
4/1/1979,-0.007571043,0.019210691,0.079998616
5/1/1979,0.012331487,-0.014443762,0.016267925
6/1/1979,-0.071952101,-0.0534248,0.145250005
7/1/1979,0.012013348,0.033929944,0.050916839
8/1/1979,0.105078039,0.067757009,-0.006246491
9/1/1979,0.022379153,0.052416948,0.04009757
10/1/1979,0.139896877,0.173802098,-0.126453047
11/1/1979,-0.069386362,-0.099597424,0.115319376
12/1/1979,-0.143066764,-0.002414379,0.23708798
1/1/1980,0.254494863,0.041143779,-0.17286221
2/1/1980,0.161576523,0.238656909,-0.070052627
3/1/1980,0.105390717,0.034267047,-0.147021246
4/1/1980,-0.386220185,-0.302755376,0.425857243
5/1/1980,-0.222558995,-0.178313253,0.325374529
6/1/1980,-0.136591479,-0.036480938,0.255811534
7/1/1980,0.209321077,0.083881178,-0.111764358
8/1/1980,0.239765302,0.237111086,-0.158546604
9/1/1980,0.161127245,0.066914836,-0.08768595
10/1/1980,0.082260306,0.102544464,-0.00478995
11/1/1980,0.254129932,0.092003705,-0.164805816
12/1/1980,-0.144963145,-0.09450099,0.174145164
1/1/1981,0.11103129,0.053079385,-0.068334661
2/1/1981,0.008118399,0.040767919,0.004212428
3/1/1981,-0.072334664,-0.102414358,0.158627499
4/1/1981,0.061611738,0.151392526,-0.005155282
